,IFC,raw
0,actuator,IfcActuator
1,alarm,IfcAlarm
2,controller,IfcController
3,flow  instrument,IfcFlowInstrument
4,sensor,IfcSensor
5,unitary control  element,IfcUnitaryControlElement
6,construction equipment  resource,IfcConstructionEquipmentResource
7,construction material  resource,IfcConstructionMaterialResource
8,construction  resource,IfcConstructionResource
9,labor  resource,IfcLaborResource
10,audio visual  appliance,IfcAudioVisualAppliance
11,cable carrier  fitting,IfcCableCarrierFitting
12,cable carrier  segment,IfcCableCarrierSegment
13,cable  fitting,IfcCableFitting
14,cable  segment,IfcCableSegment
15,communications  appliance,IfcCommunicationsAppliance
16,distribution  board,IfcDistributionBoard
17,electric  appliance,IfcElectricAppliance
18,electric distribution  board,IfcElectricDistributionBoard
19,electric flow storage  device,IfcElectricFlowStorageDevice
20,electric flow treatment  device,IfcElectricFlowTreatmentDevice
21,electric  generator,IfcElectricGenerator
22,electric  motor,IfcElectricMotor
23,electric time  control,IfcElectricTimeControl
24,junction  box,IfcJunctionBox
25,lamp,IfcLamp
26,light  fixture,IfcLightFixture
27,mobile telecommunications  appliance,IfcMobileTelecommunicationsAppliance
28,motor  connection,IfcMotorConnection
29,outlet,IfcOutlet
30,protective  device,IfcProtectiveDevice
31,protective device tripping  unit,IfcProtectiveDeviceTrippingUnit
32,solar  device,IfcSolarDevice
33,switching  device,IfcSwitchingDevice
34,transformer,IfcTransformer
35,air  terminal,IfcAirTerminal
36,air terminal  box,IfcAirTerminalBox
37,air to air heat  recovery,IfcAirToAirHeatRecovery
38,boiler,IfcBoiler
39,burner,IfcBurner
40,chiller,IfcChiller
41,coil,IfcCoil
42,compressor,IfcCompressor
43,condenser,IfcCondenser
44,cooled  beam,IfcCooledBeam
45,cooling  tower,IfcCoolingTower
46,damper,IfcDamper
47,duct  fitting,IfcDuctFitting
48,duct  segment,IfcDuctSegment
49,duct  silencer,IfcDuctSilencer
50,engine,IfcEngine
51,evaporative  cooler,IfcEvaporativeCooler
52,evap orator,IfcEvaporator
53,fan,IfcFan
54,filter,IfcFilter
55,flow  meter,IfcFlowMeter
56,heat  exchanger,IfcHeatExchanger
57,humidif ier,IfcHumidifier
58,medical  device,IfcMedicalDevice
59,pipe  fitting,IfcPipeFitting
60,pipe  segment,IfcPipeSegment
61,pump,IfcPump
62,space  heater,IfcSpaceHeater
63,tank,IfcTank
64,tube  bundle,IfcTubeBundle
65,unitary  equipment,IfcUnitaryEquipment
66,valve,IfcValve
67,vibration isola tor,IfcVibrationIsolator
68,actor,IfcActor
69,context,IfcContext
70,control,IfcControl
71,group,IfcGroup
72,object,IfcObject
73,object  definition,IfcObjectDefinition
74,process,IfcProcess
75,product,IfcProduct
76,project,IfcProject
77,resource,IfcResource
78,root,IfcRoot
79,material,IfcMaterial
80,material  definition,IfcMaterialDefinition
81,fire suppression  terminal,IfcFireSuppressionTerminal
82,interceptor,IfcInterceptor
83,sanitary  terminal,IfcSanitaryTerminal
84,stack  terminal,IfcStackTerminal
85,waste  terminal,IfcWasteTerminal
86,conveyor  segment,IfcConveyorSegment
87,liquid  terminal,IfcLiquidTerminal
88,marine  facility,IfcMarineFacility
89,marine  part,IfcMarinePart
90,mooring  device,IfcMooringDevice
91,navigation  element,IfcNavigationElement
92,task,IfcTask
93,work  control,IfcWorkControl
94,alignment,IfcAlignment
95,alignment  cant,IfcAlignmentCant
96,alignment  horizontal,IfcAlignmentHorizontal
97,alignment  segment,IfcAlignmentSegment
98,alignment  vertical,IfcAlignmentVertical
99,annotation,IfcAnnotation
100,bridge,IfcBridge
101,bridge  part,IfcBridgePart
102,building,IfcBuilding
103,building  storey,IfcBuildingStorey
104,built  element,IfcBuiltElement
105,built  system,IfcBuiltSystem
106,civil  element,IfcCivilElement
107,distribution  element,IfcDistributionElement
108,element,IfcElement
109,element  assembly,IfcElementAssembly
110,external spatial  element,IfcExternalSpatialElement
111,external spatial structure  element,IfcExternalSpatialStructureElement
112,facility,IfcFacility
113,facility  part,IfcFacilityPart
114,facility part  common,IfcFacilityPartCommon
115,feature  element,IfcFeatureElement
116,feature element  addition,IfcFeatureElementAddition
117,feature element  subtraction,IfcFeatureElementSubtraction
118,furnishing  element,IfcFurnishingElement
119,geographic  element,IfcGeographicElement
120,grid,IfcGrid
121,impact protection  device,IfcImpactProtectionDevice
122,linear  element,IfcLinearElement
123,linear positioning  element,IfcLinearPositioningElement
124,opening  element,IfcOpeningElement
125,port,IfcPort
126,positioning  element,IfcPositioningElement
127,projection  element,IfcProjectionElement
128,referent,IfcReferent
129,site,IfcSite
130,space,IfcSpace
131,spatial  element,IfcSpatialElement
132,spatial structure  element,IfcSpatialStructureElement
133,spatial  zone,IfcSpatialZone
134,system,IfcSystem
135,transportation  device,IfcTransportationDevice
136,transport  element,IfcTransportElement
137,vehicle,IfcVehicle
138,vibration  damper,IfcVibrationDamper
139,virtual  element,IfcVirtualElement
140,zone,IfcZone
141,arbitrary closed profile de f,IfcArbitraryClosedProfileDef
142,arbitrary profile def with  voids,IfcArbitraryProfileDefWithVoids
143,profile de f,IfcProfileDef
144,rail,IfcRail
145,railway,IfcRailway
146,railway  part,IfcRailwayPart
147,track  element,IfcTrackElement
148,kerb,IfcKerb
149,road,IfcRoad
150,road  part,IfcRoadPart
151,beam,IfcBeam
152,bearing,IfcBearing
153,building element  proxy,IfcBuildingElementProxy
154,building  system,IfcBuildingSystem
155,chimney,IfcChimney
156,column,IfcColumn
157,covering,IfcCovering
158,curtain  wall,IfcCurtainWall
159,door,IfcDoor
160,member,IfcMember
161,plate,IfcPlate
162,railing,IfcRailing
163,ramp,IfcRamp
164,ramp  flight,IfcRampFlight
165,roof,IfcRoof
166,shading  device,IfcShadingDevice
167,slab,IfcSlab
168,stair,IfcStair
169,stair  flight,IfcStairFlight
170,wall,IfcWall
171,wall standard  case,IfcWallStandardCase
172,window,IfcWindow
173,distribution chamber  element,IfcDistributionChamberElement
174,distribution control  element,IfcDistributionControlElement
175,distribution flow  element,IfcDistributionFlowElement
176,distribution  port,IfcDistributionPort
177,distribution  system,IfcDistributionSystem
178,energy conversion  device,IfcEnergyConversionDevice
179,flow  controller,IfcFlowController
180,flow  fitting,IfcFlowFitting
181,flow moving  device,IfcFlowMovingDevice
182,flow  segment,IfcFlowSegment
183,flow storage  device,IfcFlowStorageDevice
184,flow  terminal,IfcFlowTerminal
185,flow treatment  device,IfcFlowTreatmentDevice
186,building element  part,IfcBuildingElementPart
187,discrete  accessory,IfcDiscreteAccessory
188,element  component,IfcElementComponent
189,fastener,IfcFastener
190,mechanical  fastener,IfcMechanicalFastener
191,asset,IfcAsset
192,furniture,IfcFurniture
193,system furniture  element,IfcSystemFurnitureElement
194,bore hole,IfcBorehole
195,course,IfcCourse
196,earthworks  cut,IfcEarthworksCut
197,earthworks  element,IfcEarthworksElement
198,earthworks  fill,IfcEarthworksFill
199,geo model,IfcGeomodel
200,geo slice,IfcGeoslice
201,geotechnical  assembly,IfcGeotechnicalAssembly
202,geotechnical  element,IfcGeotechnicalElement
203,geotechnical  stratum,IfcGeotechnicalStratum
204,pavement,IfcPavement
205,reinforced  soil,IfcReinforcedSoil
206,sign,IfcSign
207,signal,IfcSignal
208,action  request,IfcActionRequest
209,permit,IfcPermit
210,project  order,IfcProjectOrder
211,structural  action,IfcStructuralAction
212,structural  activity,IfcStructuralActivity
213,structural  connection,IfcStructuralConnection
214,structural curve  action,IfcStructuralCurveAction
215,structural curve  connection,IfcStructuralCurveConnection
216,structural curve  member,IfcStructuralCurveMember
217,structural curve member  varying,IfcStructuralCurveMemberVarying
218,structural curve  reaction,IfcStructuralCurveReaction
219,structural  item,IfcStructuralItem
220,structural linear  action,IfcStructuralLinearAction
221,structural  member,IfcStructuralMember
222,structural planar  action,IfcStructuralPlanarAction
223,structural point  action,IfcStructuralPointAction
224,structural point  connection,IfcStructuralPointConnection
225,structural point  reaction,IfcStructuralPointReaction
226,structural  reaction,IfcStructuralReaction
227,structural surface  action,IfcStructuralSurfaceAction
228,structural surface  connection,IfcStructuralSurfaceConnection
229,structural surface  member,IfcStructuralSurfaceMember
230,structural surface member  varying,IfcStructuralSurfaceMemberVarying
231,structural surface  reaction,IfcStructuralSurfaceReaction
232,caisson  foundation,IfcCaissonFoundation
233,deep  foundation,IfcDeepFoundation
234,footing,IfcFooting
235,pile,IfcPile
236,reinforcing  bar,IfcReinforcingBar
237,reinforcing  element,IfcReinforcingElement
238,reinforcing  mesh,IfcReinforcingMesh
239,surface  feature,IfcSurfaceFeature
240,tendon,IfcTendon
241,tendon  anchor,IfcTendonAnchor
242,tendon  conduit,IfcTendonConduit
243,voiding  feature,IfcVoidingFeature
244,electric  actuator,IfcActuator.ELECTRICACTUATOR
245,handoperated  actuator,IfcActuator.HANDOPERATEDACTUATOR
246,hydraulic  actuator,IfcActuator.HYDRAULICACTUATOR
247,pneumatic  actuator,IfcActuator.PNEUMATICACTUATOR
248,thermostatic  actuator,IfcActuator.THERMOSTATICACTUATOR
249,user defined,IfcActuator.USERDEFINED
250,not defined,IfcActuator.NOTDEFINED
251,bell,IfcAlarm.BELL
252,breakglass button,IfcAlarm.BREAKGLASSBUTTON
253,light,IfcAlarm.LIGHT
254,manualpull box,IfcAlarm.MANUALPULLBOX
255,railway crocodile,IfcAlarm.RAILWAYCROCODILE
256,railway detonator,IfcAlarm.RAILWAYDETONATOR
257,siren,IfcAlarm.SIREN
258,whistle,IfcAlarm.WHISTLE
259,user defined,IfcAlarm.USERDEFINED
260,not defined,IfcAlarm.NOTDEFINED
261,floating,IfcController.FLOATING
262,multi position,IfcController.MULTIPOSITION
263,programm able,IfcController.PROGRAMMABLE
264,proportional,IfcController.PROPORTIONAL
265,two position,IfcController.TWOPOSITION
266,user defined,IfcController.USERDEFINED
267,not defined,IfcController.NOTDEFINED
268,ammeter,IfcFlowInstrument.AMMETER
269,combined,IfcFlowInstrument.COMBINED
270,frequency meter,IfcFlowInstrument.FREQUENCYMETER
271,phaseangle meter,IfcFlowInstrument.PHASEANGLEMETER
272,powerfactor meter,IfcFlowInstrument.POWERFACTORMETER
273,pressure gauge,IfcFlowInstrument.PRESSUREGAUGE
274,thermometer,IfcFlowInstrument.THERMOMETER
275,voltmeter,IfcFlowInstrument.VOLTMETER
276,voltmeter_ peak,IfcFlowInstrument.VOLTMETER_PEAK
277,voltmeter_r ms,IfcFlowInstrument.VOLTMETER_RMS
278,user defined,IfcFlowInstrument.USERDEFINED
279,not defined,IfcFlowInstrument.NOTDEFINED
280,co2  sensor,IfcSensor.CO2SENSOR
281,conductance  sensor,IfcSensor.CONDUCTANCESENSOR
282,contact  sensor,IfcSensor.CONTACTSENSOR
283,co  sensor,IfcSensor.COSENSOR
284,earthquake  sensor,IfcSensor.EARTHQUAKESENSOR
285,fire  sensor,IfcSensor.FIRESENSOR
286,flow  sensor,IfcSensor.FLOWSENSOR
287,foreignobjectdetection  sensor,IfcSensor.FOREIGNOBJECTDETECTIONSENSOR
288,frost  sensor,IfcSensor.FROSTSENSOR
289,gas  sensor,IfcSensor.GASSENSOR
290,heat  sensor,IfcSensor.HEATSENSOR
291,humidity  sensor,IfcSensor.HUMIDITYSENSOR
292,identifier  sensor,IfcSensor.IDENTIFIERSENSOR
293,ionconcentration  sensor,IfcSensor.IONCONCENTRATIONSENSOR
294,level  sensor,IfcSensor.LEVELSENSOR
295,light  sensor,IfcSensor.LIGHTSENSOR
296,moisture  sensor,IfcSensor.MOISTURESENSOR
297,movement  sensor,IfcSensor.MOVEMENTSENSOR
298,obstacle  sensor,IfcSensor.OBSTACLESENSOR
299,ph  sensor,IfcSensor.PHSENSOR
300,pressure  sensor,IfcSensor.PRESSURESENSOR
301,radiation  sensor,IfcSensor.RADIATIONSENSOR
302,radioactivity  sensor,IfcSensor.RADIOACTIVITYSENSOR
303,rain  sensor,IfcSensor.RAINSENSOR
304,smoke  sensor,IfcSensor.SMOKESENSOR
305,snowdepth  sensor,IfcSensor.SNOWDEPTHSENSOR
306,sound  sensor,IfcSensor.SOUNDSENSOR
307,temperature  sensor,IfcSensor.TEMPERATURESENSOR
308,train  sensor,IfcSensor.TRAINSENSOR
309,turnoutclosure  sensor,IfcSensor.TURNOUTCLOSURESENSOR
310,wheel  sensor,IfcSensor.WHEELSENSOR
311,wind  sensor,IfcSensor.WINDSENSOR
312,user defined,IfcSensor.USERDEFINED
313,not defined,IfcSensor.NOTDEFINED
314,alarm panel,IfcUnitaryControlElement.ALARMPANEL
315,basestation controller,IfcUnitaryControlElement.BASESTATIONCONTROLLER
316,combined,IfcUnitaryControlElement.COMBINED
317,control panel,IfcUnitaryControlElement.CONTROLPANEL
318,gasdetection panel,IfcUnitaryControlElement.GASDETECTIONPANEL
319,humidis tat,IfcUnitaryControlElement.HUMIDISTAT
320,indicator panel,IfcUnitaryControlElement.INDICATORPANEL
321,mimic panel,IfcUnitaryControlElement.MIMICPANEL
322,thermostat,IfcUnitaryControlElement.THERMOSTAT
323,weather station,IfcUnitaryControlElement.WEATHERSTATION
324,user defined,IfcUnitaryControlElement.USERDEFINED
325,not defined,IfcUnitaryControlElement.NOTDEFINED
326,amplifier,IfcAudioVisualAppliance.AMPLIFIER
327,camera,IfcAudioVisualAppliance.CAMERA
328,communication terminal,IfcAudioVisualAppliance.COMMUNICATIONTERMINAL
329,display,IfcAudioVisualAppliance.DISPLAY
330,microphone,IfcAudioVisualAppliance.MICROPHONE
331,player,IfcAudioVisualAppliance.PLAYER
332,projector,IfcAudioVisualAppliance.PROJECTOR
333,receiver,IfcAudioVisualAppliance.RECEIVER
334,recording equipment,IfcAudioVisualAppliance.RECORDINGEQUIPMENT
335,speaker,IfcAudioVisualAppliance.SPEAKER
336,switcher,IfcAudioVisualAppliance.SWITCHER
337,telephone,IfcAudioVisualAppliance.TELEPHONE
338,tuner,IfcAudioVisualAppliance.TUNER
339,user defined,IfcAudioVisualAppliance.USERDEFINED
340,not defined,IfcAudioVisualAppliance.NOTDEFINED
341,bend,IfcCableCarrierFitting.BEND
342,connector,IfcCableCarrierFitting.CONNECTOR
343,cross,IfcCableCarrierFitting.CROSS
344,junction,IfcCableCarrierFitting.JUNCTION
345,reducer,IfcCableCarrierFitting.REDUCER
346,tee,IfcCableCarrierFitting.TEE
347,transition,IfcCableCarrierFitting.TRANSITION
348,user defined,IfcCableCarrierFitting.USERDEFINED
349,not defined,IfcCableCarrierFitting.NOTDEFINED
350,cable bracket,IfcCableCarrierSegment.CABLEBRACKET
351,cableladder segment,IfcCableCarrierSegment.CABLELADDERSEGMENT
352,cabletray segment,IfcCableCarrierSegment.CABLETRAYSEGMENT
353,cabletrunking segment,IfcCableCarrierSegment.CABLETRUNKINGSEGMENT
354,catenary wire,IfcCableCarrierSegment.CATENARYWIRE
355,conduit segment,IfcCableCarrierSegment.CONDUITSEGMENT
356,dropper,IfcCableCarrierSegment.DROPPER
357,user defined,IfcCableCarrierSegment.USERDEFINED
358,not defined,IfcCableCarrierSegment.NOTDEFINED
359,connector,IfcCableFitting.CONNECTOR
360,entry,IfcCableFitting.ENTRY
361,exit,IfcCableFitting.EXIT
362,fan out,IfcCableFitting.FANOUT
363,junction,IfcCableFitting.JUNCTION
364,transition,IfcCableFitting.TRANSITION
365,user defined,IfcCableFitting.USERDEFINED
366,not defined,IfcCableFitting.NOTDEFINED
367,busbar segment,IfcCableSegment.BUSBARSEGMENT
368,cable segment,IfcCableSegment.CABLESEGMENT
369,conductor segment,IfcCableSegment.CONDUCTORSEGMENT
370,contactwire segment,IfcCableSegment.CONTACTWIRESEGMENT
371,core segment,IfcCableSegment.CORESEGMENT
372,fiber segment,IfcCableSegment.FIBERSEGMENT
373,fiber tube,IfcCableSegment.FIBERTUBE
374,opticalcable segment,IfcCableSegment.OPTICALCABLESEGMENT
375,stitch wire,IfcCableSegment.STITCHWIRE
376,wirepair segment,IfcCableSegment.WIREPAIRSEGMENT
377,user defined,IfcCableSegment.USERDEFINED
378,not defined,IfcCableSegment.NOTDEFINED
379,antenna,IfcCommunicationsAppliance.ANTENNA
380,automaton,IfcCommunicationsAppliance.AUTOMATON
381,computer,IfcCommunicationsAppliance.COMPUTER
382,fax,IfcCommunicationsAppliance.FAX
383,gateway,IfcCommunicationsAppliance.GATEWAY
384,intelligent peripheral,IfcCommunicationsAppliance.INTELLIGENTPERIPHERAL
385,ipnetwork equipment,IfcCommunicationsAppliance.IPNETWORKEQUIPMENT
386,linesideelectronic unit,IfcCommunicationsAppliance.LINESIDEELECTRONICUNIT
387,modem,IfcCommunicationsAppliance.MODEM
388,network appliance,IfcCommunicationsAppliance.NETWORKAPPLIANCE
389,network bridge,IfcCommunicationsAppliance.NETWORKBRIDGE
390,network hub,IfcCommunicationsAppliance.NETWORKHUB
391,opticalline terminal,IfcCommunicationsAppliance.OPTICALLINETERMINAL
392,opticalnetwork unit,IfcCommunicationsAppliance.OPTICALNETWORKUNIT
393,printer,IfcCommunicationsAppliance.PRINTER
394,radioblock center,IfcCommunicationsAppliance.RADIOBLOCKCENTER
395,repeater,IfcCommunicationsAppliance.REPEATER
396,router,IfcCommunicationsAppliance.ROUTER
397,scanner,IfcCommunicationsAppliance.SCANNER
398,tele command,IfcCommunicationsAppliance.TELECOMMAND
399,telephony exchange,IfcCommunicationsAppliance.TELEPHONYEXCHANGE
400,transition component,IfcCommunicationsAppliance.TRANSITIONCOMPONENT
401,transponder,IfcCommunicationsAppliance.TRANSPONDER
402,transport equipment,IfcCommunicationsAppliance.TRANSPORTEQUIPMENT
403,user defined,IfcCommunicationsAppliance.USERDEFINED
404,not defined,IfcCommunicationsAppliance.NOTDEFINED
405,consumer unit,IfcDistributionBoard.CONSUMERUNIT
406,dispatching board,IfcDistributionBoard.DISPATCHINGBOARD
407,distribution board,IfcDistributionBoard.DISTRIBUTIONBOARD
408,distribution frame,IfcDistributionBoard.DISTRIBUTIONFRAME
409,motorcontrol centre,IfcDistributionBoard.MOTORCONTROLCENTRE
410,switchboard,IfcDistributionBoard.SWITCHBOARD
411,user defined,IfcDistributionBoard.USERDEFINED
412,not defined,IfcDistributionBoard.NOTDEFINED
413,dishwasher,IfcElectricAppliance.DISHWASHER
414,electric cooker,IfcElectricAppliance.ELECTRICCOOKER
415,freestandingelectri cheater,IfcElectricAppliance.FREESTANDINGELECTRICHEATER
416,freestanding fan,IfcElectricAppliance.FREESTANDINGFAN
417,freestandingwater cooler,IfcElectricAppliance.FREESTANDINGWATERCOOLER
418,freestandingwater heater,IfcElectricAppliance.FREESTANDINGWATERHEATER
419,freezer,IfcElectricAppliance.FREEZER
420,fridge_ freezer,IfcElectricAppliance.FRIDGE_FREEZER
421,hand dryer,IfcElectricAppliance.HANDDRYER
422,kitchen machine,IfcElectricAppliance.KITCHENMACHINE
423,microwave,IfcElectricAppliance.MICROWAVE
424,photocopier,IfcElectricAppliance.PHOTOCOPIER
425,refrigerator,IfcElectricAppliance.REFRIGERATOR
426,tumble dryer,IfcElectricAppliance.TUMBLEDRYER
427,vending machine,IfcElectricAppliance.VENDINGMACHINE
428,washing machine,IfcElectricAppliance.WASHINGMACHINE
429,user defined,IfcElectricAppliance.USERDEFINED
430,not defined,IfcElectricAppliance.NOTDEFINED
431,consumer unit,IfcElectricDistributionBoard.CONSUMERUNIT
432,distribution board,IfcElectricDistributionBoard.DISTRIBUTIONBOARD
433,motorcontrol centre,IfcElectricDistributionBoard.MOTORCONTROLCENTRE
434,switchboard,IfcElectricDistributionBoard.SWITCHBOARD
435,user defined,IfcElectricDistributionBoard.USERDEFINED
436,not defined,IfcElectricDistributionBoard.NOTDEFINED
437,battery,IfcElectricFlowStorageDevice.BATTERY
438,capacitor,IfcElectricFlowStorageDevice.CAPACITOR
439,capacitor bank,IfcElectricFlowStorageDevice.CAPACITORBANK
440,compensa tor,IfcElectricFlowStorageDevice.COMPENSATOR
441,harmonic filter,IfcElectricFlowStorageDevice.HARMONICFILTER
442,inductor,IfcElectricFlowStorageDevice.INDUCTOR
443,inductor bank,IfcElectricFlowStorageDevice.INDUCTORBANK
444,re charger,IfcElectricFlowStorageDevice.RECHARGER
445,ups,IfcElectricFlowStorageDevice.UPS
446,user defined,IfcElectricFlowStorageDevice.USERDEFINED
447,not defined,IfcElectricFlowStorageDevice.NOTDEFINED
448,electronic filter,IfcElectricFlowTreatmentDevice.ELECTRONICFILTER
449,user defined,IfcElectricFlowTreatmentDevice.USERDEFINED
450,not defined,IfcElectricFlowTreatmentDevice.NOTDEFINED
451,c hp,IfcElectricGenerator.CHP
452,engine generator,IfcElectricGenerator.ENGINEGENERATOR
453,stand alone,IfcElectricGenerator.STANDALONE
454,user defined,IfcElectricGenerator.USERDEFINED
455,not defined,IfcElectricGenerator.NOTDEFINED
456,dc,IfcElectricMotor.DC
457,induction,IfcElectricMotor.INDUCTION
458,polyphase,IfcElectricMotor.POLYPHASE
459,reluctance synchronous,IfcElectricMotor.RELUCTANCESYNCHRONOUS
460,synchronous,IfcElectricMotor.SYNCHRONOUS
461,user defined,IfcElectricMotor.USERDEFINED
462,not defined,IfcElectricMotor.NOTDEFINED
463,relay,IfcElectricTimeControl.RELAY
464,time clock,IfcElectricTimeControl.TIMECLOCK
465,time delay,IfcElectricTimeControl.TIMEDELAY
466,user defined,IfcElectricTimeControl.USERDEFINED
467,not defined,IfcElectricTimeControl.NOTDEFINED
468,data,IfcJunctionBox.DATA
469,power,IfcJunctionBox.POWER
470,user defined,IfcJunctionBox.USERDEFINED
471,not defined,IfcJunctionBox.NOTDEFINED
472,compact fluorescent,IfcLamp.COMPACTFLUORESCENT
473,fluorescent,IfcLamp.FLUORESCENT
474,halogen,IfcLamp.HALOGEN
475,highpressure mercury,IfcLamp.HIGHPRESSUREMERCURY
476,highpressure sodium,IfcLamp.HIGHPRESSURESODIUM
477,led,IfcLamp.LED
478,metal halide,IfcLamp.METALHALIDE
479,oled,IfcLamp.OLED
480,tungsten filament,IfcLamp.TUNGSTENFILAMENT
481,user defined,IfcLamp.USERDEFINED
482,not defined,IfcLamp.NOTDEFINED
483,direction source,IfcLightFixture.DIRECTIONSOURCE
484,point source,IfcLightFixture.POINTSOURCE
485,security lighting,IfcLightFixture.SECURITYLIGHTING
486,user defined,IfcLightFixture.USERDEFINED
487,not defined,IfcLightFixture.NOTDEFINED
488,access point,IfcMobileTelecommunicationsAppliance.ACCESSPOINT
489,baseband unit,IfcMobileTelecommunicationsAppliance.BASEBANDUNIT
490,basetransceiver station,IfcMobileTelecommunicationsAppliance.BASETRANSCEIVERSTATION
491,e_utran_node_ b,IfcMobileTelecommunicationsAppliance.E_UTRAN_NODE_B
492,gateway_gprs_support_ node,IfcMobileTelecommunicationsAppliance.GATEWAY_GPRS_SUPPORT_NODE
493,master unit,IfcMobileTelecommunicationsAppliance.MASTERUNIT
494,mobileswitching center,IfcMobileTelecommunicationsAppliance.MOBILESWITCHINGCENTER
495,msc server,IfcMobileTelecommunicationsAppliance.MSCSERVER
496,packetcontrol unit,IfcMobileTelecommunicationsAppliance.PACKETCONTROLUNIT
497,remoteradio unit,IfcMobileTelecommunicationsAppliance.REMOTERADIOUNIT
498,remote unit,IfcMobileTelecommunicationsAppliance.REMOTEUNIT
499,service_gprs_support_ node,IfcMobileTelecommunicationsAppliance.SERVICE_GPRS_SUPPORT_NODE
500,subscriber server,IfcMobileTelecommunicationsAppliance.SUBSCRIBERSERVER
501,user defined,IfcMobileTelecommunicationsAppliance.USERDEFINED
502,not defined,IfcMobileTelecommunicationsAppliance.NOTDEFINED
503,belt drive,IfcMotorConnection.BELTDRIVE
504,coupling,IfcMotorConnection.COUPLING
505,direct drive,IfcMotorConnection.DIRECTDRIVE
506,user defined,IfcMotorConnection.USERDEFINED
507,not defined,IfcMotorConnection.NOTDEFINED
508,audiovisual  outlet,IfcOutlet.AUDIOVISUALOUTLET
509,communications  outlet,IfcOutlet.COMMUNICATIONSOUTLET
510,data  outlet,IfcOutlet.DATAOUTLET
511,power  outlet,IfcOutlet.POWEROUTLET
512,telephone  outlet,IfcOutlet.TELEPHONEOUTLET
513,user defined,IfcOutlet.USERDEFINED
514,not defined,IfcOutlet.NOTDEFINED
515,anti_arcing_ device,IfcProtectiveDevice.ANTI_ARCING_DEVICE
516,circuit breaker,IfcProtectiveDevice.CIRCUITBREAKER
517,earthing switch,IfcProtectiveDevice.EARTHINGSWITCH
518,earthleakagecircuit breaker,IfcProtectiveDevice.EARTHLEAKAGECIRCUITBREAKER
519,fusedis connector,IfcProtectiveDevice.FUSEDISCONNECTOR
520,residualcurrentcircuit breaker,IfcProtectiveDevice.RESIDUALCURRENTCIRCUITBREAKER
521,residualcurrent switch,IfcProtectiveDevice.RESIDUALCURRENTSWITCH
522,spark gap,IfcProtectiveDevice.SPARKGAP
523,varis tor,IfcProtectiveDevice.VARISTOR
524,voltage limiter,IfcProtectiveDevice.VOLTAGELIMITER
525,user defined,IfcProtectiveDevice.USERDEFINED
526,not defined,IfcProtectiveDevice.NOTDEFINED
527,electromagnetic,IfcProtectiveDeviceTrippingUnit.ELECTROMAGNETIC
528,electronic,IfcProtectiveDeviceTrippingUnit.ELECTRONIC
529,residual current,IfcProtectiveDeviceTrippingUnit.RESIDUALCURRENT
530,thermal,IfcProtectiveDeviceTrippingUnit.THERMAL
531,user defined,IfcProtectiveDeviceTrippingUnit.USERDEFINED
532,not defined,IfcProtectiveDeviceTrippingUnit.NOTDEFINED
533,solar collector,IfcSolarDevice.SOLARCOLLECTOR
534,solar panel,IfcSolarDevice.SOLARPANEL
535,user defined,IfcSolarDevice.USERDEFINED
536,not defined,IfcSolarDevice.NOTDEFINED
537,cont actor,IfcSwitchingDevice.CONTACTOR
538,dimmer switch,IfcSwitchingDevice.DIMMERSWITCH
539,emergency stop,IfcSwitchingDevice.EMERGENCYSTOP
540,keypad,IfcSwitchingDevice.KEYPAD
541,momentary switch,IfcSwitchingDevice.MOMENTARYSWITCH
542,relay,IfcSwitchingDevice.RELAY
543,selector switch,IfcSwitchingDevice.SELECTORSWITCH
544,starter,IfcSwitchingDevice.STARTER
545,start_and_stop_ equipment,IfcSwitchingDevice.START_AND_STOP_EQUIPMENT
546,switchdis connector,IfcSwitchingDevice.SWITCHDISCONNECTOR
547,toggle switch,IfcSwitchingDevice.TOGGLESWITCH
548,user defined,IfcSwitchingDevice.USERDEFINED
549,not defined,IfcSwitchingDevice.NOTDEFINED
550,chopper,IfcTransformer.CHOPPER
551,combined,IfcTransformer.COMBINED
552,current,IfcTransformer.CURRENT
553,frequency,IfcTransformer.FREQUENCY
554,inverter,IfcTransformer.INVERTER
555,rectifier,IfcTransformer.RECTIFIER
556,voltage,IfcTransformer.VOLTAGE
557,user defined,IfcTransformer.USERDEFINED
558,not defined,IfcTransformer.NOTDEFINED
559,diffuser,IfcAirTerminal.DIFFUSER
560,grille,IfcAirTerminal.GRILLE
561,louvre,IfcAirTerminal.LOUVRE
562,register,IfcAirTerminal.REGISTER
563,user defined,IfcAirTerminal.USERDEFINED
564,not defined,IfcAirTerminal.NOTDEFINED
565,constant flow,IfcAirTerminalBox.CONSTANTFLOW
566,variableflowpressure dependant,IfcAirTerminalBox.VARIABLEFLOWPRESSUREDEPENDANT
567,variableflowpressurein dependant,IfcAirTerminalBox.VARIABLEFLOWPRESSUREINDEPENDANT
568,user defined,IfcAirTerminalBox.USERDEFINED
569,not defined,IfcAirTerminalBox.NOTDEFINED
570,fixedplatecounterflow exchanger,IfcAirToAirHeatRecovery.FIXEDPLATECOUNTERFLOWEXCHANGER
571,fixedplatecrossflow exchanger,IfcAirToAirHeatRecovery.FIXEDPLATECROSSFLOWEXCHANGER
572,fixedplateparallelflow exchanger,IfcAirToAirHeatRecovery.FIXEDPLATEPARALLELFLOWEXCHANGER
